FILE_NAME=Trajectory_StowToL4.csv,T=0.4,dt=0.001,h0=0.0,hf=0.7,theta0_deg=-93.0,thetaf_deg=-235.0,dh0=0.0,dhf=0.0,dtheta0=0.0,dthetaf=0.0,h_min_for_arm=0.2,penalty_strength=1000000.0
time,height,angle_deg,dh,dtheta_rad_s
1.400000000000000029e-02,1.024015703118812473e-02,-9.300995770039075694e+01,1.500498066083544524e+00,-2.073087711532133753e-02
1.499999999999999944e-02,1.174065509727166730e-02,-9.301114549215508021e+01,1.591625481753291771e+00,-2.163926538860871593e-02
1.600000000000000033e-02,1.333228057902495836e-02,-9.301238533073360770e+01,1.680613179751680564e+00,-2.261392541317339133e-02
1.700000000000000122e-02,1.501289375877663985e-02,-9.301368101321800452e+01,1.767461264437415247e+00,-2.367590606632680519e-02
1.800000000000000211e-02,1.678035502321405595e-02,-9.301503754271175239e+01,1.852169848189554546e+00,-2.484742383722984838e-02
1.899999999999999953e-02,1.863252487140361000e-02,-9.301646119522939671e+01,1.934739052597752584e+00,-2.615239796595668006e-02
2.000000000000000042e-02,2.056726392400136036e-02,-9.301795961725699158e+01,2.015169009964837166e+00,-2.761697571158329770e-02
2.100000000000000130e-02,2.258243293396619902e-02,-9.301954195340817932e+01,2.093459865186675373e+00,-2.927005512926896327e-02
2.199999999999999872e-02,2.467589279915287370e-02,-9.302121900403319898e+01,2.169611778092392917e+00,-3.114381060893593040e-02
2.299999999999999961e-02,2.684550457724526815e-02,-9.302300341293904751e+01,2.243624926350508364e+00,-3.327422436257604366e-02
2.400000000000000050e-02,2.908912950359577448e-02,-9.302490988556159834e+01,2.315499509074493645e+00,-3.570162499784650112e-02
2.500000000000000139e-02,3.140462901267027096e-02,-9.302695543799573841e+01,2.385235751295831985e+00,-3.847123224769168071e-02
2.600000000000000228e-02,3.378986476396610150e-02,-9.302915967723619417e+01,2.452833909515317323e+00,-4.163370481617232471e-02
2.699999999999999969e-02,3.624269867348141327e-02,-9.303154511280764893e+01,2.518294278595659907e+00,-4.524568613906367748e-02
2.800000000000000058e-02,3.876099295207707796e-02,-9.303413749966459534e+01,2.581617200322276595e+00,-4.937034064723324484e-02
