FILE_NAME=Trajectory_L4ToStow.csv,T=0.54,dt=0.001,h0=0.7,hf=0.0,theta0_deg=-235.0,thetaf_deg=-93.0,dh0=0.0,dhf=0.0,dtheta0=0.0,dthetaf=0.0,h_min_for_arm=0.3,penalty_strength=100000000.0
time,height,angle_deg,dh,dtheta_rad_s
2.699999999999999969e-02,7.006551965476570665e-01,-2.334757919486228843e+02,4.443873449916087986e-02,2.000388355391496731e+00
2.800000000000000058e-02,7.006996352821561747e-01,-2.333611781384718427e+02,4.542229040518330069e-02,2.069371320927552382e+00
2.900000000000000147e-02,7.007450575725613362e-01,-2.332426118955372374e+02,4.635853876283697189e-02,2.137989677433292712e+00
2.999999999999999889e-02,7.007914161113241169e-01,-2.331201141103778127e+02,4.724747966574673746e-02,2.206243431770554597e+00
3.099999999999999978e-02,7.008386635909898965e-01,-2.329937056731588712e+02,4.808911320280667701e-02,2.274132590764712525e+00
3.200000000000000067e-02,7.008867527041926504e-01,-2.328634074736548882e+02,4.888343945818015429e-02,2.341657161204682591e+00
3.300000000000000155e-02,7.009356361436508420e-01,-2.327292404012513316e+02,4.963045851129978953e-02,2.408817149842921612e+00
3.400000000000000244e-02,7.009852666021622047e-01,-2.325912253449465936e+02,5.033017043686748015e-02,2.475612563395428900e+00
3.500000000000000333e-02,7.010355967725990789e-01,-2.324493831933544925e+02,5.098257530485442862e-02,2.542043408541745819e+00
3.600000000000000422e-02,7.010865793479039709e-01,-2.323037348347060060e+02,5.158767318050112155e-02,2.608109691924956675e+00
3.699999999999999817e-02,7.011381670210844463e-01,-2.321543011568515169e+02,5.214546412431733668e-02,2.673811420151689600e+00
3.799999999999999906e-02,7.011903124852087998e-01,-2.320011030472629727e+02,5.265594819208218452e-02,2.739148599792117889e+00
3.899999999999999994e-02,7.012429684334009483e-01,-2.318441613930357050e+02,5.311912543484405974e-02,2.804121237379959108e+00
4.000000000000000083e-02,7.012960875588357679e-01,-2.316834970808908736e+02,5.353499589892068283e-02,2.868729339412476875e+00
4.100000000000000172e-02,7.013496225547347640e-01,-2.315191309971772000e+02,5.390355962589911398e-02,2.932972912350482186e+00
4.200000000000000261e-02,7.014035261143606315e-01,-2.313510840278732985e+02,5.422481665263571837e-02,2.996851962618331644e+00
4.300000000000000350e-02,7.014577509310132575e-01,-2.311793770585897505e+02,5.449876701125620088e-02,3.060366496603930120e+00
4.399999999999999745e-02,7.015122496980245037e-01,-2.310040309745711511e+02,5.472541072915559218e-02,3.123516520658731643e+00
4.499999999999999833e-02,7.015669751087536543e-01,-2.308250666606980133e+02,5.490474782899826961e-02,3.186302041097738069e+00
4.599999999999999922e-02,7.016218798565826420e-01,-2.306425050014891838e+02,5.503677832871793629e-02,3.248723064199501742e+00
4.700000000000000011e-02,7.016769166349113851e-01,-2.304563668811037758e+02,5.512150224151764893e-02,3.310779596206125053e+00
4.800000000000000100e-02,7.017320381371529026e-01,-2.302666731833431299e+02,5.515891957586980393e-02,3.372471643323260881e+00
4.900000000000000189e-02,7.017871970567288731e-01,-2.300734447916531167e+02,5.514903033551612349e-02,3.433799211720113931e+00
5.000000000000000278e-02,7.018423460870643060e-01,-2.298767025891261824e+02,5.509183451946769033e-02,3.494762307529441614e+00
5.100000000000000366e-02,7.018974379215838777e-01,-2.296764674585033674e+02,5.498733212200491993e-02,3.555360936847552722e+00
5.200000000000000455e-02,7.019524252537058251e-01,-2.294727602821763242e+02,5.483552313267756745e-02,3.615595105734310977e+00
5.299999999999999850e-02,7.020072607768385042e-01,-2.292656019421895905e+02,5.463640753630474856e-02,3.675464820213132811e+00
5.399999999999999939e-02,7.020618971843748390e-01,-2.290550133202425798e+02,5.438998531297488392e-02,3.734970086270989587e+00
5.500000000000000028e-02,7.021162871696878804e-01,-2.288410152976916265e+02,5.409625643804577555e-02,3.794110909858408043e+00
5.600000000000000117e-02,7.021703834261259214e-01,-2.286236287555521756e+02,5.375522088214450961e-02,3.852887296889470736e+00
5.700000000000000205e-02,7.022241386470080560e-01,-2.284028745745008848e+02,5.336687861116755360e-02,3.911299253241816487e+00
5.800000000000000294e-02,7.022775055256191834e-01,-2.281787736348774445e+02,5.293122958628066616e-02,3.969346784756640378e+00
5.900000000000000383e-02,7.023304367552054561e-01,-2.279513468166870780e+02,5.244827376391895252e-02,4.027029897238695533e+00
5.999999999999999778e-02,7.023828850289693948e-01,-2.277206149996023044e+02,5.191801109578682294e-02,4.084348596456293556e+00
6.099999999999999867e-02,7.024348030400652254e-01,-2.274865990629651833e+02,5.134044152885802043e-02,4.141302888141304983e+00
6.199999999999999956e-02,7.024861434815939942e-01,-2.272493198857893333e+02,5.071556500537557910e-02,4.197892777989157054e+00
6.300000000000000044e-02,7.025368590465993490e-01,-2.270087983467620916e+02,5.004338146285184502e-02,4.254118271658841266e+00
6.400000000000000133e-02,7.025869024280623210e-01,-2.267650553242465605e+02,4.932389083406847619e-02,4.309979374772905381e+00
6.500000000000000222e-02,7.026362263188963286e-01,-2.265181116962836256e+02,4.855709304707639395e-02,4.365476092917459638e+00
6.600000000000000311e-02,7.026847834119434033e-01,-2.262679883405942007e+02,4.774298802519583163e-02,4.420608431642176761e+00
6.700000000000000400e-02,7.027325263999685268e-01,-2.260147061345811608e+02,4.688157568701628586e-02,4.475376396460290174e+00
6.800000000000000488e-02,7.027794079756555234e-01,-2.257582859553315586e+02,4.597285594639651668e-02,4.529779992848595782e+00
6.900000000000000577e-02,7.028253808316019535e-01,-2.254987486796185010e+02,4.501682871246455442e-02,4.583819226247454637e+00
7.000000000000000666e-02,7.028703976603144499e-01,-2.252361151839036211e+02,4.401349388961767889e-02,4.637494102060788492e+00
7.100000000000000755e-02,7.029144111542040552e-01,-2.249704063443387270e+02,4.296285137752239858e-02,4.690804625656085136e+00
7.200000000000000844e-02,7.029573740055814479e-01,-2.247016430367681892e+02,4.186490107111447145e-02,4.743750802364398389e+00
7.299999999999999545e-02,7.029992389066526126e-01,-2.244298461367308732e+02,4.071964286059885640e-02,4.796332637480344552e+00
7.399999999999999634e-02,7.030399585495132886e-01,-2.241550365194624419e+02,3.952707663144974792e-02,4.848550136262106847e+00
7.499999999999999722e-02,7.030794856261447512e-01,-2.238772350598970320e+02,3.828720226441051366e-02,4.900403303931436305e+00
